OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,40.0,60.0,0.07,0.1112110752985563,2120.2223547461927*(x-0.07)*(x-0.07)*(x-0.07)-131.06496466669154*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.2400287717194998
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,40.0,60.0,0.1112110752985563,0.3217262660027206,27.316918276027167*(x-0.11121107529855631)*(x-0.11121107529855631)*(x-0.11121107529855631)+2.811611707209531*(x-0.11121107529855631)*(x-0.11121107529855631)+0.0*(x-0.11121107529855631)+1.1658305916560527
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,40.0,60.0,0.3217262660027206,1.1,1.5452802564974126
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,-15.0,0.0,0.8960168782503662
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.0,0.01,0.8960168782503662
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.01,0.03,-12701.391766020257*(x-0.01)*(x-0.01)*(x-0.01)+19.669993445564355*(x-0.01)*(x-0.01)+17.022771540375576*(x-0.01)+0.8960168782503662
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.03,0.0567834252970238,1210.529507211912*(x-0.03)*(x-0.03)*(x-0.03)-77.08964136535427*(x-0.03)*(x-0.03)+2.567901158973846*(x-0.03)+1.1427291723079414
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.0567834252970238,0.1052812052079676,-244.2025037250863*(x-0.05678342529702385)*(x-0.05678342529702385)*(x-0.05678342529702385)+7.005883361967827*(x-0.05678342529702385)*(x-0.05678342529702385)+1.0435786770019069*(x-0.05678342529702385)+1.1794640359144684
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.1052812052079676,0.1962671375052606,273.3025430747998*(x-0.10528120520796765)*(x-0.10528120520796765)*(x-0.10528120520796765)-37.30003002132261*(x-0.10528120520796765)*(x-0.10528120520796765)+0.0*(x-0.10528120520796765)+1.2186975620675553
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.1962671375052606,0.442408282397386,10.221938751273605*(x-0.19626713750526065)*(x-0.19626713750526065)*(x-0.19626713750526065)+0.5947073682144797*(x-0.19626713750526065)*(x-0.19626713750526065)+0.0*(x-0.19626713750526065)+1.1157688767659564
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,40.0,60.0,0.442408282397386,1.1,1.3042349292587545
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,-15.0,0.0,0.9353695890104122
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.0,0.01,0.9353695890104122
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.01,0.03,-18669.269376195047*(x-0.01)*(x-0.01)*(x-0.01)-197.55423750626431*(x-0.01)*(x-0.01)+30.30529275168462*(x-0.01)+0.9353695890104122
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.03,0.05,19755.423750626433*(x-0.03)*(x-0.03)*(x-0.03)-592.6627125187931*(x-0.03)*(x-0.03)+0.0*(x-0.03)+1.3130995940320385
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.05,0.07,-1193.5913421941093*(x-0.05)*(x-0.05)*(x-0.05)+35.807740265823284*(x-0.05)*(x-0.05)+0.0*(x-0.05)+1.2340778990295327
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.07,0.09,18351.84381915201*(x-0.07)*(x-0.07)*(x-0.07)-550.55531457456*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.238852264398309
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.09,0.2340361872995644,97.09256384366117*(x-0.09)*(x-0.09)*(x-0.09)+0.0*(x-0.09)*(x-0.09)+0.0*(x-0.09)+1.165444889121701
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,60.0,100.0,0.2340361872995644,1.1,1.4555803551176352
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,-15.0,0.0,0.9362536422040065
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.0,0.01,0.9362536422040065
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.01,0.03,-10681.313466544376*(x-0.010000000000000002)*(x-0.010000000000000002)*(x-0.010000000000000002)-303.0258319723711*(x-0.010000000000000002)*(x-0.010000000000000002)+24.938609438748095*(x-0.010000000000000002)+0.9362536422040065
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.03,0.05,30302.58319723712*(x-0.03)*(x-0.03)*(x-0.03)-909.0774959171138*(x-0.03)*(x-0.03)+0.0*(x-0.03)+1.228364990457665
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.05,0.07,-18651.60233252303*(x-0.05)*(x-0.05)*(x-0.05)+604.5981451642265*(x-0.05)*(x-0.05)+0.0*(x-0.05)+1.1071546576687163
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.07,0.1048198649203258,-230.06342472446966*(x-0.07)*(x-0.07)*(x-0.07)-13.859910883471604*(x-0.07)*(x-0.07)+1.80200300754142*(x-0.07)+1.1997810970742229
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.1048198649203258,0.2975303799816882,-9.36934953775937*(x-0.10481986492032587)*(x-0.10481986492032587)*(x-0.10481986492032587)+2.192602475735653e-16*(x-0.10481986492032587)*(x-0.10481986492032587)+0.0*(x-0.10481986492032587)+1.2360100730676253
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,60.0,100.0,0.2975303799816882,1.1,1.1689559205802942
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,-15.0,0.0,0.9022751072867763
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.0,0.01,0.9022751072867763
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.01,0.03,-10752.143962215945*(x-0.01)*(x-0.01)*(x-0.01)-29.395413860426444*(x-0.01)*(x-0.01)+19.39806453764348*(x-0.01)+0.9022751072867763
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.03,0.0565217185225899,-208.28442280120228*(x-0.03)*(x-0.03)*(x-0.03)-76.75062355784422*(x-0.03)*(x-0.03)+5.319675228567292*(x-0.03)+1.1924610807977478
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.0565217185225899,0.1056364447853352,-16.488719716780743*(x-0.056521718522589956)*(x-0.056521718522589956)*(x-0.056521718522589956)-7.021423071266356*(x-0.056521718522589956)*(x-0.056521718522589956)+0.8090356000616333*(x-0.056521718522589956)+1.2756758690352639
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.1056364447853352,0.1855101835589425,817.1620834437165*(x-0.10563644478533528)*(x-0.10563644478533528)*(x-0.10563644478533528)-97.90468618302012*(x-0.10563644478533528)*(x-0.10563644478533528)+0.0*(x-0.10563644478533528)+1.296520419627677
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.1855101835589425,0.4394131195716046,11.62497213709903*(x-0.18551018355894255)*(x-0.18551018355894255)*(x-0.18551018355894255)-4.389077729478978e-16*(x-0.18551018355894255)*(x-0.18551018355894255)+0.0*(x-0.18551018355894255)+1.0883158523482603
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,60.0,100.0,0.4394131195716046,1.1,1.278596705192286
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,-15.0,0.0,0.9353295414214162
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.0,0.01,0.9353295414214162
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.01,0.03,-13707.230079015759*(x-0.01)*(x-0.01)*(x-0.01)-85.21485184452067*(x-0.01)*(x-0.01)+23.795626341143343*(x-0.01)+0.9353295414214162
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.03,0.05,1936.6895490696552*(x-0.03)*(x-0.03)*(x-0.03)-123.948642825914*(x-0.03)*(x-0.03)+3.9383561725436143*(x-0.03)+1.2674982868743487
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.05,0.07,-1344.6035100915735*(x-0.05)*(x-0.05)*(x-0.05)+7.727157342981218*(x-0.05)*(x-0.05)+1.30443791839064*(x-0.05)+1.3121794695874127
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.07,0.09,6753.802485419231*(x-0.07)*(x-0.07)*(x-0.07)-202.61407456257683*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.3306022628116854
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.09,0.2456495208735186,44.29507824340635*(x-0.09)*(x-0.09)*(x-0.09)+0.09266839081786922*(x-0.09)*(x-0.09)+0.0*(x-0.09)+1.3035870528700084
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.0,0.8,100.0,10000.0,0.2456495208735186,1.1,1.4728637845025756
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,-15.0,0.0,0.9242601698767887
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.0,0.01,0.9242601698767887
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.01,0.03,-19626.28986323036*(x-0.01)*(x-0.01)*(x-0.01)-61.392328314987026*(x-0.01)*(x-0.01)+26.007240968475905*(x-0.01)+0.9242601698767887
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.03,0.05,6139.232831498715*(x-0.03)*(x-0.03)*(x-0.03)-184.1769849449615*(x-0.03)*(x-0.03)+0.0*(x-0.03)+1.2628377390144692
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.05,0.07,-1215.2338760898429*(x-0.05)*(x-0.05)*(x-0.05)+36.457016282695285*(x-0.05)*(x-0.05)+0.0*(x-0.05)+1.2382808076884741
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.07,0.1163842243092793,1077.0623166626983*(x-0.07)*(x-0.07)*(x-0.07)-74.93805013673195*(x-0.07)*(x-0.07)+0.0*(x-0.07)+1.2431417431928335
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.1163842243092793,0.3329138290504098,3.8744221973920454*(x-0.11638422430927932)*(x-0.11638422430927932)*(x-0.11638422430927932)+2.1874270240431782e-16*(x-0.11638422430927932)*(x-0.11638422430927932)+0.0*(x-0.11638422430927932)+1.1893987648733033
shape,iterativefit,down_jesAbsoluteMPFBias,0,0.8,1.6,100.0,10000.0,0.3329138290504098,1.1,1.2287319207829137
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,-15.0,0.0,0.9402554593797213
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.0,0.01,0.9402554593797213
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.01,0.03,-3483.819416900025*(x-0.01)*(x-0.01)*(x-0.01)-84.96330165270567*(x-0.01)*(x-0.01)+13.04973032884593*(x-0.01)+0.9402554593797213
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.03,0.05,-5180.207240873618*(x-0.03)*(x-0.03)*(x-0.03)+18.640843164766785*(x-0.03)*(x-0.03)+5.470614962457676*(x-0.03)+1.1393941899603575
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.05,0.0774332199919393,1931.4990992632556*(x-0.05000000000000001)*(x-0.05000000000000001)*(x-0.05000000000000001)-107.23770569696067*(x-0.05000000000000001)*(x-0.05000000000000001)+0.0*(x-0.05000000000000001)+1.2148211685484287
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.0774332199919393,0.1518250115935768,71.3320186770435*(x-0.07743321999193933)*(x-0.07743321999193933)*(x-0.07743321999193933)-5.9776806527180515*(x-0.07743321999193933)*(x-0.07743321999193933)-1.5229193329083095*(x-0.07743321999193933)+1.173993268268369
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.1518250115935768,0.4545305267015868,2.3647316949337442*(x-0.1518250115935768)*(x-0.1518250115935768)*(x-0.1518250115935768)+0.29100618974918546*(x-0.1518250115935768)*(x-0.1518250115935768)-1.2280162333870657*(x-0.1518250115935768)+1.0569862560747691
shape,iterativefit,down_jesAbsoluteMPFBias,0,1.6,2.5,100.0,10000.0,0.4545305267015868,1.1,0.777514841484723
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,-15.0,0.0,1.2534989205504532
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.0,0.066599580862017,1.2534989205504532
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.066599580862017,0.2096583294052101,27.07176910344776*(x-0.06659958086201709)*(x-0.06659958086201709)*(x-0.06659958086201709)-11.618560226368551*(x-0.06659958086201709)*(x-0.06659958086201709)+1.662136685858003*(x-0.06659958086201709)+1.2534989205504532
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.2096583294052101,0.2803507729481821,454.2029517283483*(x-0.20965832940521018)*(x-0.20965832940521018)*(x-0.20965832940521018)-58.83984973681197*(x-0.20965832940521018)*(x-0.20965832940521018)+0.0*(x-0.20965832940521018)+1.332759985279312
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.2803507729481821,0.3602312067912084,154.60872252187838*(x-0.28035077294818217)*(x-0.28035077294818217)*(x-0.28035077294818217)-9.076604534457125*(x-0.28035077294818217)*(x-0.28035077294818217)-1.5095346212639429*(x-0.28035077294818217)+1.1991732434526408
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.3602312067912084,0.450189178139259,-16.80950007123593*(x-0.36023120679120846)*(x-0.36023120679120846)*(x-0.36023120679120846)+2.2682227886749433*(x-0.36023120679120846)*(x-0.36023120679120846)+0.0*(x-0.36023120679120846)+1.099479470479335
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.450189178139259,0.5506295967015832,354.08357782176944*(x-0.450189178139259)*(x-0.450189178139259)*(x-0.450189178139259)-53.3464541436957*(x-0.450189178139259)*(x-0.450189178139259)+0.0*(x-0.450189178139259)+1.105597953523525
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.5506295967015832,0.6513117857397415,-40.174774102441226*(x-0.5506295967015832)*(x-0.5506295967015832)*(x-0.5506295967015832)+6.067326301120939*(x-0.5506295967015832)*(x-0.5506295967015832)+0.0*(x-0.5506295967015832)+0.9262066726245266
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.6513117857397415,0.7519753734103348,27.698474339183075*(x-0.6513117857397415)*(x-0.6513117857397415)*(x-0.6513117857397415)-4.795265134558428*(x-0.6513117857397415)*(x-0.6513117857397415)+0.0*(x-0.6513117857397415)+0.9467079724024146
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.7519753734103348,0.8523561003932966,-10.361536974061897*(x-0.7519753734103348)*(x-0.7519753734103348)*(x-0.7519753734103348)+1.3842850155463537*(x-0.7519753734103348)*(x-0.7519753734103348)-0.12339814378488784*(x-0.7519753734103348)+0.9263703462146682
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.8523561003932966,0.9707762693228696,22.775337959934383*(x-0.8523561003932966)*(x-0.8523561003932966)*(x-0.8523561003932966)-9.27177943543951*(x-0.8523561003932966)*(x-0.8523561003932966)-0.15870463641771868*(x-0.8523561003932966)+0.9174516729483871
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,20.0,30.0,0.9707762693228696,1.1,0.8064583318001826
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,-15.0,0.0,1.3150247030080418
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.0,0.0728158401427542,1.3150247030080418
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.0728158401427542,0.2295713384061966,-0.4840473150620829*(x-0.07281584014275425)*(x-0.07281584014275425)*(x-0.07281584014275425)+0.6181114538801133*(x-0.07281584014275425)*(x-0.07281584014275425)-1.1391593652233272*(x-0.07281584014275425)+1.3150247030080418
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.2295713384061966,0.2998960530018505,60.156205155933584*(x-0.2295713384061966)*(x-0.2295713384061966)*(x-0.2295713384061966)-3.5191017315434165*(x-0.2295713384061966)*(x-0.2295713384061966)-0.9810570748848483*(x-0.2295713384061966)+1.1497791474006527
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.2998960530018505,0.3798778118507887,-35.65577170148104*(x-0.29989605300185057)*(x-0.29989605300185057)*(x-0.29989605300185057)+4.897267427614104*(x-0.29989605300185057)*(x-0.29989605300185057)-0.5834973692774028*(x-0.29989605300185057)+1.0843046968663383
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.3798778118507887,0.4602251914007015,75.80134070937623*(x-0.3798778118507887)*(x-0.3798778118507887)*(x-0.3798778118507887)-7.186411941615103*(x-0.3798778118507887)*(x-0.3798778118507887)-0.48439190359715756*(x-0.3798778118507887)+1.050720500833038
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.4602251914007015,0.5507426836263217,3.268797442952029*(x-0.4602251914007015)*(x-0.4602251914007015)*(x-0.4602251914007015)+0.5016175175280756*(x-0.4602251914007015)*(x-0.4602251914007015)-0.1711581752066302*(x-0.4602251914007015)+1.0047256072459798
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.5507426836263217,0.6515393608848095,-59.49244886445369*(x-0.5507426836263217)*(x-0.5507426836263217)*(x-0.5507426836263217)+8.994961751261137*(x-0.5507426836263217)*(x-0.5507426836263217)+0.0*(x-0.5507426836263217)+0.9957670551149175
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.6515393608848095,0.7527470496724625,80.68099820780043*(x-0.6515393608848095)*(x-0.6515393608848095)*(x-0.6515393608848095)-13.166884302524636*(x-0.6515393608848095)*(x-0.6515393608848095)+0.0*(x-0.6515393608848095)+1.026229902735047
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.7527470496724625,0.8529935639278858,-14.970564066132379*(x-0.7527470496724625)*(x-0.7527470496724625)*(x-0.7527470496724625)+2.2180811803412266*(x-0.7527470496724625)*(x-0.7527470496724625)-0.1859343665420752*(x-0.7527470496724625)+0.9750011246354613
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.8529935639278858,0.9765014867470356,13.105130086986106*(x-0.8529935639278858)*(x-0.8529935639278858)*(x-0.8529935639278858)-6.014755101587207*(x-0.8529935639278858)*(x-0.8529935639278858)-0.19255847892005282*(x-0.8529935639278858)+0.9635706058909295
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,30.0,50.0,0.9765014867470356,1.1,0.8727280559441107
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,-15.0,0.0,1.3493015996260644
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.0,0.0796267701494604,1.3493015996260644
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.0796267701494604,0.2599033459659911,0.9466571391323209*(x-0.07962677014946044)*(x-0.07962677014946044)*(x-0.07962677014946044)+2.6521591120772174*(x-0.07962677014946044)*(x-0.07962677014946044)-1.8906174625277987*(x-0.07962677014946044)+1.3493015996260644
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.2599033459659911,0.3399447776603769,70.50853212763619*(x-0.2599033459659911)*(x-0.2599033459659911)*(x-0.2599033459659911)-3.205160819258917*(x-0.2599033459659911)*(x-0.2599033459659911)-0.8420750766021354*(x-0.2599033459659911)+1.10020817641766
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.3399447776603769,0.4305298927464422,-20.737486561177267*(x-0.33994477766037695)*(x-0.33994477766037695)*(x-0.33994477766037695)+2.8177614101099615*(x-0.33994477766037695)*(x-0.33994477766037695)+0.0*(x-0.33994477766037695)+1.0484294859393462
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.4305298927464422,0.5312633864845013,90.92229978405156*(x-0.4305298927464422)*(x-0.4305298927464422)*(x-0.4305298927464422)-13.738381373920038*(x-0.4305298927464422)*(x-0.4305298927464422)+0.0*(x-0.4305298927464422)+1.0561366861918589
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.5312633864845013,0.6315946038132183,-17.901700319768363*(x-0.5312633864845013)*(x-0.5312633864845013)*(x-0.5312633864845013)+2.6941490780043624*(x-0.5312633864845013)*(x-0.5312633864845013)+0.0*(x-0.5312633864845013)+1.0096678166886515
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.6315946038132183,0.7214985553264648,140.88510697813635*(x-0.6315946038132183)*(x-0.6315946038132183)*(x-0.6315946038132183)-18.99919174005137*(x-0.6315946038132183)*(x-0.6315946038132183)+0.0*(x-0.6315946038132183)+1.0187079020598535
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.7214985553264648,0.8019142694504137,-153.32652110989554*(x-0.7214985553264648)*(x-0.7214985553264648)*(x-0.7214985553264648)+18.494792533789457*(x-0.7214985553264648)*(x-0.7214985553264648)+0.0*(x-0.7214985553264648)+0.9675195165541958
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.8019142694504137,0.8835365597457054,90.49595704593534*(x-0.8019142694504137)*(x-0.8019142694504137)*(x-0.8019142694504137)-14.760524860791996*(x-0.8019142694504137)*(x-0.8019142694504137)+0.0*(x-0.8019142694504137)+1.00738619518411
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.8835365597457054,0.9817243968916752,0.006855719440025657*(x-0.8835365597457054)*(x-0.8835365597457054)*(x-0.8835365597457054)+0.010293629584172856*(x-0.8835365597457054)*(x-0.8835365597457054)-0.6008696639488624*(x-0.8835365597457054)+0.9582588947249995
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,50.0,70.0,0.9817243968916752,1.1,0.8993665310904038
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,-15.0,0.0,1.375511661036546
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.0,0.0721529024685998,1.375511661036546
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.0721529024685998,0.2395858774863915,18.434425455082845*(x-0.07215290246859986)*(x-0.07215290246859986)*(x-0.07215290246859986)+2.6761018795916085*(x-0.07215290246859986)*(x-0.07215290246859986)-2.451234761005539*(x-0.07215290246859986)+1.375511661036546
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.2395858774863915,0.3296341455790709,-0.5716849179683428*(x-0.23958587748639157)*(x-0.23958587748639157)*(x-0.23958587748639157)+0.07511174144975533*(x-0.23958587748639157)*(x-0.23958587748639157)-0.004738311613342025*(x-0.23958587748639157)+1.1266426281244906
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.3296341455790709,0.430040042528151,261.79493549465764*(x-0.3296341455790709)*(x-0.3296341455790709)*(x-0.3296341455790709)-39.403147440151706*(x-0.3296341455790709)*(x-0.3296341455790709)-0.005117795489697287*(x-0.3296341455790709)+1.126407580038357
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.430040042528151,0.5313355986215491,-77.93275069256856*(x-0.43004004252815103)*(x-0.43004004252815103)*(x-0.43004004252815103)+11.841361978937828*(x-0.43004004252815103)*(x-0.43004004252815103)+0.0*(x-0.43004004252815103)+0.9936527789313208
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.5313355986215491,0.6312117089042629,120.08153042254973*(x-0.5313355986215491)*(x-0.5313355986215491)*(x-0.5313355986215491)-17.989914263099447*(x-0.5313355986215491)*(x-0.5313355986215491)+0.0*(x-0.5313355986215491)+1.0341533538783878
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.6312117089042629,0.7325727910965852,-83.30256580188549*(x-0.6312117089042629)*(x-0.6312117089042629)*(x-0.6312117089042629)+12.665457328614378*(x-0.6312117089042629)*(x-0.6312117089042629)+0.0*(x-0.6312117089042629)+0.9743354653204888
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.7325727910965852,0.8217813503854019,89.89564290709185*(x-0.7325727910965852)*(x-0.7325727910965852)*(x-0.7325727910965852)-12.02919118512539*(x-0.7325727910965852)*(x-0.7325727910965852)+0.0*(x-0.7325727910965852)+1.0177107260864702
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.8217813503854019,0.9048280921253412,-36.559880639863046*(x-0.8217813503854019)*(x-0.8217813503854019)*(x-0.8217813503854019)+4.554268448312564*(x-0.8217813503854019)*(x-0.8217813503854019)+0.0*(x-0.8217813503854019)+0.9858006217757159
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.9048280921253412,0.9849986052684884,85.55715164257961*(x-0.9048280921253411)*(x-0.9048280921253411)*(x-0.9048280921253411)-21.858012572425377*(x-0.9048280921253411)*(x-0.9048280921253411)+0.0*(x-0.9048280921253411)+0.9962705225911036
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,70.0,100.0,0.9849986052684884,1.1,0.8998682346227475
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,100.0,140.0,-15.0,0.0,1.3981022192449166
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,100.0,140.0,0.0,0.0717003567774229,1.3981022192449166
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,100.0,140.0,0.0717003567774229,0.2490319098541831,3.5736633003345286*(x-0.07170035677742297)*(x-0.07170035677742297)*(x-0.07170035677742297)-2.707037984911643*(x-0.07170035677742297)*(x-0.07170035677742297)-0.7563715549461111*(x-0.07170035677742297)+1.3981022192449166
shape,iterativefit,up_jesFragmentation,5,0.0,2.5,100.0,140.0,0.2490319098541831,0.3498035983117909,199.10931330947855*(x-0.24903190985418316)*(x-0.24903190985418316)*(x-0.24903190985418316)-23.25308195825566*(x-0.24903190985418316)*(x-0.24903190985418316)-1.3793206636864888*(x-0.24903190985418316)+1.1987752273614563
